,Accident_Index,Age_Band_of_Driver,Age_of_Vehicle,Driver_Home_Area_Type,make,Sex_of_Driver,Skidding_and_Overturning,X1st_Point_of_Impact,Year_x
1289,200501CW10232,,,,,,,,
1290,200501CW10234,46 - 55,5.0,Urban area,DENNIS,Male,,Nearside,2005.0
1291,200501CW10235,46 - 55,3.0,Urban area,LONDON TAXIS INT,Male,,Front,2005.0
1292,200501CW10235,26 - 35,4.0,Urban area,HONDA,Male,Skidded,Offside,2005.0
1293,200501CW10236,26 - 35,2.0,Urban area,PIAGGIO,Female,,Offside,2005.0
1294,200501CW10238,,,,,,,,
1295,200501CW10239,36 - 45,39.0,Urban area,LEYLAND AEC,Male,,Front,2005.0
1296,200501CW10240,26 - 35,4.0,Urban area,DENNIS,Male,,Nearside,2005.0
1297,200501CW10243,Data missing or out of range,2.0,Urban area,LONDON TAXIS INT,Male,,Front,2005.0
1298,200501CW10245,36 - 45,1.0,Urban area,GILERA,Male,,Offside,2005.0
1299,200501CW10247,Data missing or out of range,16.0,Urban area,PORSCHE,Male,,Offside,2005.0
1300,200501CW10249,36 - 45,1.0,Urban area,MERCEDES,Male,,Nearside,2005.0
1301,200501CW10252,36 - 45,7.0,Urban area,LONDON TAXIS INT,Male,,Nearside,2005.0
1302,200501CW10253,,,,,,,,
1303,200501CW10254,36 - 45,1.0,Urban area,HONDA,Male,Skidded,Front,2005.0
1304,200501CW10255,56 - 65,5.0,Urban area,DUCATI,Male,Skidded,Did not impact,2005.0
1305,200501CW10257,,,,,,,,
1306,200501CW10258,66 - 75,7.0,Urban area,TOYOTA,Female,,Front,2005.0
1307,200501CW10258,46 - 55,5.0,Urban area,LONDON TAXIS INT,Male,Skidded,Front,2005.0
1308,200501CW10259,,,,,,,,
1309,200501CW10261,,,,,,,,
1310,200501CW10262,Data missing or out of range,6.0,Data missing or out of range,FORD,Male,,Front,2005.0
1311,200501CW10264,,,,,,,,
1312,200501CW10266,,,,,,,,
1313,200501CW10267,36 - 45,5.0,Urban area,METROCAB,Male,,Did not impact,2005.0
1314,200501CW10268,36 - 45,1.0,Urban area,FIAT,Male,,Offside,2005.0
1315,200501CW10269,,,,,,,,
1316,200501CW10270,,,,,,,,
1317,200501CW10271,Data missing or out of range,4.0,Data missing or out of range,MERCEDES,Not known,,Nearside,2005.0
1318,200501CW10272,,,,,,,,
1319,200501CW10273,56 - 65,2.0,Urban area,BMW,Male,,Front,2005.0
1320,200501CW10274,,,,,,,,
1321,200501CW10275,36 - 45,16.0,Urban area,BMW,Female,,Front,2005.0
1322,200501CW10276,,,,,,,,
1323,200501CW10277,36 - 45,2.0,Urban area,DENNIS,Male,,Did not impact,2005.0
1324,200501CW10278,46 - 55,1.0,Urban area,VAUXHALL,Male,,Front,2005.0
1325,200501CW10279,,,,,,,,
1326,200501CW10280,36 - 45,,Urban area,LEYLAND AEC,Male,,Did not impact,2005.0
1327,200501CW10281,26 - 35,1.0,Urban area,YAMAHA,Male,,Front,2005.0
1328,200501CW10282,26 - 35,1.0,Urban area,VOLVO,Male,,Nearside,2005.0
1329,200501CW10283,36 - 45,2.0,Data missing or out of range,DENNIS,Male,,Nearside,2005.0
1330,200501CW10284,,,,,,,,
1331,200501CW10285,46 - 55,4.0,Urban area,LEYLAND AEC,Male,,Did not impact,2005.0
1332,200501CW10286,,,,,,,,
1333,200501CW10287,,,,,,,,
1334,200501CW10288,36 - 45,2.0,Data missing or out of range,VOLVO,Male,,Did not impact,2005.0
1335,200501CW10290,,,,,,,,
1336,200501CW10291,,,,,,,,
1337,200501CW10292,16 - 20,,Urban area,MAZDA,Male,,Front,2005.0
1338,200501CW10293,,,,,,,,
1339,200501CW10296,,,,,,,,
1340,200501CW10297,,,,,,,,
1341,200501CW10298,,,,,,,,
1342,200501CW10300,46 - 55,4.0,Urban area,DAF TRUCKS,Male,,Front,2005.0
1343,200501CW10301,36 - 45,2.0,Urban area,DENNIS,Male,,Front,2005.0
1344,200501CW10301,21 - 25,5.0,Data missing or out of range,VOLVO,Male,,Nearside,2005.0
1345,200501CW10302,26 - 35,3.0,Data missing or out of range,MERCEDES,Male,,Front,2005.0
1346,200501CW10303,,,,,,,,
1347,200501CW10304,,,,,,,,
1348,200501CW10305,56 - 65,7.0,Urban area,SEAT,Female,,Offside,2005.0
1349,200501CW10306,,,,,,,,
1350,200501CW10307,,,,,,,,
1351,200501CW10310,46 - 55,2.0,Urban area,FIAT,Male,,Front,2005.0
1352,200501CW10311,36 - 45,5.0,Urban area,LONDON TAXIS INT,Male,,Front,2005.0
1353,200501CW10311,36 - 45,6.0,Data missing or out of range,MERCEDES,Male,,Back,2005.0
1354,200501CW10311,46 - 55,,Small town,FORD,Male,,Back,2005.0
1355,200501CW10312,36 - 45,2.0,Urban area,PIAGGIO,Male,,Nearside,2005.0
1356,200501CW10313,,,,,,,,
1357,200501CW10314,,,,,,,,
1358,200501CW10315,,,,,,,,
1359,200501CW10339,,,,,,,,
1360,200501CW10340,,,,,,,,
1361,200501CW10341,56 - 65,7.0,Urban area,AUDI,Female,,Offside,2005.0
1362,200501CW10343,,,,,,,,
1363,200501CW10344,36 - 45,1.0,Urban area,VOLVO,Male,,Did not impact,2005.0
1364,200501CW10346,21 - 25,3.0,Urban area,PIAGGIO,Male,,Front,2005.0
1365,200501CW10347,,,,,,,,
1366,200501CW10348,,,,,,,,
1367,200501CW10349,,,,,,,,
1368,200501CW10350,,,,,,,,
1369,200501CW10351,,,,,,,,
1370,200501CW10352,46 - 55,5.0,Urban area,DENNIS,Male,,Front,2005.0
1371,200501CW10353,36 - 45,10.0,Urban area,TOYOTA,Male,,Offside,2005.0
1372,200501CW10355,,,,,,,,
1373,200501CW10356,26 - 35,1.0,Urban area,BMW,Male,,Front,2005.0
1374,200501CW10357,,,,,,,,
1375,200501CW10358,Data missing or out of range,12.0,Rural,VAUXHALL,Female,,Front,2005.0
1376,200501CW10359,,,,,,,,
1377,200501CW10361,46 - 55,10.0,Urban area,YAMAHA,Male,,Offside,2005.0
1378,200501CW10362,,,,,,,,
1379,200501CW10363,26 - 35,3.0,Data missing or out of range,PIAGGIO,Female,,Nearside,2005.0
1380,200501CW10364,,,,,,,,
1381,200501CW10365,21 - 25,2.0,Urban area,ADLY,Male,,Front,2005.0
1382,200501CW10366,46 - 55,4.0,Data missing or out of range,DENNIS,Male,,Nearside,2005.0
1383,200501CW10367,,,,,,,,
1384,200501CW10368,21 - 25,2.0,Urban area,RENAULT,Female,,Back,2005.0
1385,200501CW10368,46 - 55,9.0,Urban area,ROVER,Male,,Front,2005.0
1386,200501CW10369,21 - 25,12.0,Data missing or out of range,SUBARU,Male,,Back,2005.0
1387,200501CW10369,Data missing or out of range,10.0,Data missing or out of range,SUZUKI,Female,,Front,2005.0
1388,200501CW10370,36 - 45,2.0,Urban area,VOLVO,Male,,Offside,2005.0
1389,200501CW10371,26 - 35,,Urban area,CITROEN,Male,,Front,2005.0
1390,200501CW10372,26 - 35,2.0,Data missing or out of range,VOLVO,Male,,Did not impact,2005.0
1391,200501CW10373,16 - 20,1.0,Urban area,VAUXHALL,Male,,Front,2005.0
1392,200501CW10374,36 - 45,2.0,Small town,PEUGEOT,Male,,Did not impact,2005.0
1393,200501CW10375,Data missing or out of range,39.0,Urban area,LEYLAND AEC,Male,,Front,2005.0
1394,200501CW10376,Data missing or out of range,3.0,Data missing or out of range,MERCEDES,Male,,Front,2005.0
1395,200501CW10377,,,,,,,,
1396,200501CW10379,,,,,,,,
1397,200501CW10380,,,,,,,,
1398,200501CW10381,46 - 55,6.0,Urban area,HONDA,Male,,Front,2005.0
1399,200501CW10381,26 - 35,1.0,Urban area,YAMAHA,Male,,Nearside,2005.0
1400,200501CW10382,,,,,,,,
1401,200501CW10383,46 - 55,2.0,Urban area,VOLVO,Male,,Front,2005.0
1402,200501CW10384,,,,,,,,
1403,200501CW10385,56 - 65,2.0,Urban area,NISSAN,Female,,Front,2005.0
1404,200501CW10386,26 - 35,,Urban area,VAUXHALL,Male,Skidded,Front,2005.0
1405,200501CW10387,46 - 55,12.0,Urban area,VESPA (DOUGLAS),Male,,Front,2005.0
1406,200501CW10388,26 - 35,3.0,Urban area,PIAGGIO,Female,,Front,2005.0
1407,200501CW10389,46 - 55,5.0,Data missing or out of range,DAF,Male,,Did not impact,2005.0
1408,200501CW10390,36 - 45,7.0,Urban area,TOYOTA,Female,,Back,2005.0
1409,200501CW10391,,,,,,,,
1410,200501CW10392,46 - 55,,Urban area,SUZUKI,Male,,Front,2005.0
1411,200501CW10393,,,,,,,,
1412,200501CW10394,36 - 45,5.0,Urban area,FIAT,Male,,Front,2005.0
1413,200501CW10395,26 - 35,5.0,Data missing or out of range,LONDON TAXIS INT,Male,,Did not impact,2005.0
1414,200501CW10396,26 - 35,5.0,Urban area,PEUGEOT,Male,,Offside,2005.0
1415,200501CW10396,26 - 35,2.0,Urban area,FORD,Male,,Front,2005.0
1416,200501CW10397,26 - 35,7.0,Urban area,MERCEDES,Male,,Front,2005.0
1417,200501CW10398,36 - 45,13.0,Urban area,TOYOTA,Male,,Offside,2005.0
1418,200501CW10399,,,,,,,,
1419,200501CW10400,,,,,,,,
1420,200501CW10401,26 - 35,2.0,Urban area,FORD,Male,,Nearside,2005.0
1421,200501CW10402,,,,,,,,
1422,200501CW10403,36 - 45,,Urban area,PEUGEOT,Male,,Front,2005.0
1423,200501CW10405,,,,,,,,
1424,200501CW10406,26 - 35,2.0,Urban area,DENNIS,Male,,Nearside,2005.0
1425,200501CW10407,,,,,,,,
1426,200501CW10408,,,,,,,,
1427,200501CW10409,,,,,,,,
1428,200501CW10410,,,,,,,,
1429,200501CW10411,46 - 55,,Urban area,TOYOTA,Female,,Front,2005.0
1430,200501CW10412,36 - 45,5.0,Urban area,LONDON TAXIS INT,Male,,Nearside,2005.0
1431,200501CW10413,Data missing or out of range,16.0,Data missing or out of range,NISSAN,Male,,Nearside,2005.0
1432,200501CW10414,56 - 65,,Urban area,VOLVO,Male,,Nearside,2005.0
1433,200501CW10415,,,,,,,,
1434,200501CW10416,,,,,,,,
1435,200501CW10417,46 - 55,2.0,Urban area,VOLVO,Male,,Front,2005.0
1436,200501CW10417,46 - 55,2.0,Urban area,DENNIS,Male,,Offside,2005.0
1437,200501CW10418,,,,,,,,
1438,200501CW10419,,,,,,,,
1439,200501CW10420,21 - 25,8.0,Urban area,VAUXHALL,Male,,Front,2005.0
1440,200501CW10421,36 - 45,6.0,Urban area,VOLKSWAGEN,Male,,Nearside,2005.0
1441,200501CW10422,,,,,,,,
1442,200501CW10423,,,,,,,,
1443,200501CW10424,36 - 45,3.0,Urban area,APRILIA,Male,,Front,2005.0
1444,200501CW10426,,,,,,,,
1445,200501CW10427,26 - 35,10.0,Urban area,FIAT,Male,,Nearside,2005.0
1446,200501CW10428,46 - 55,,Urban area,IVECO,Male,,Nearside,2005.0
1447,200501CW10429,26 - 35,5.0,Urban area,VOLVO,Male,,Did not impact,2005.0
1448,200501CW10430,21 - 25,1.0,Urban area,TRANSBUS INT,Male,,Did not impact,2005.0
1449,200501CW10431,,,,,,,,
1450,200501CW10432,56 - 65,1.0,Urban area,LONDON TAXIS INT,Male,,Nearside,2005.0
1451,200501CW10433,21 - 25,,Data missing or out of range,CADILLAC,Male,,Front,2005.0
1452,200501CW10434,,,,,,,,
1453,200501CW10436,46 - 55,13.0,Urban area,LEYLAND,Male,,Nearside,2005.0
1454,200501CW10437,,,,,,,,
1455,200501CW10438,36 - 45,4.0,Urban area,LONDON TAXIS INT,Male,,Nearside,2005.0
1456,200501CW10439,46 - 55,5.0,Urban area,TOYOTA,Male,,Offside,2005.0
1457,200501CW10440,,,,,,,,
1458,200501CW10441,26 - 35,1.0,Urban area,HONDA,Male,,Did not impact,2005.0
1459,200501CW10442,36 - 45,4.0,Urban area,PIAGGIO,Male,,Did not impact,2005.0
1460,200501CW10443,,,,,,,,
1461,200501CW10444,Over 75,3.0,Urban area,TOYOTA,Female,,Offside,2005.0
1462,200501CW10445,26 - 35,1.0,Data missing or out of range,VOLVO,Male,,Front,2005.0
1463,200501CW10446,Data missing or out of range,1.0,Data missing or out of range,ROVER,Not known,,Front,2005.0
1464,200501CW10447,,,,,,,,
1465,200501CW10448,Data missing or out of range,12.0,Data missing or out of range,RENAULT,Male,,Front,2005.0
1466,200501CW10450,,,,,,,,
1467,200501CW10452,26 - 35,,Urban area,VAUXHALL,Male,,Front,2005.0
1468,200501CW10453,,,,,,,,
1469,200501CW10454,46 - 55,,Urban area,SCANIA,Male,,Front,2005.0
1470,200501CW10455,36 - 45,5.0,Urban area,HONDA,Male,,Front,2005.0
1471,200501CW10456,26 - 35,2.0,Urban area,TRIUMPH,Male,,Front,2005.0
1472,200501CW10458,,,,,,,,
1473,200501CW10459,36 - 45,1.0,Urban area,FORD,Male,,Front,2005.0
1474,200501CW10459,26 - 35,3.0,Urban area,PIAGGIO,Male,,Front,2005.0
1475,200501CW10460,,,,,,,,
1476,200501CW10463,36 - 45,,Urban area,VAUXHALL,Male,,Nearside,2005.0
1477,200501CW10464,,,,,,,,
1478,200501CW10465,,,,,,,,
1479,200501CW10466,Data missing or out of range,4.0,Data missing or out of range,AUDI,Male,,Offside,2005.0
1480,200501CW10468,,,,,,,,
1481,200501CW10469,46 - 55,,Urban area,LONDON TAXIS INT,Male,,Offside,2005.0
1482,200501CW10469,46 - 55,3.0,Urban area,LONDON TAXIS INT,Male,,Back,2005.0
1483,200501CW10470,,,,,,,,
1484,200501CW10473,,,,,,,,
1485,200501CW10474,,,,,,,,
1486,200501CW10475,36 - 45,1.0,Urban area,HONDA,Male,,Front,2005.0
1487,200501CW10476,36 - 45,3.0,Urban area,LONDON TAXIS INT,Male,,Back,2005.0
1488,200501CW10478,,,,,,,,
1489,200501CW10479,,,,,,,,
1490,200501CW10480,16 - 20,2.0,Urban area,PIAGGIO,Male,,Front,2005.0
1491,200501CW10481,,,,,,,,
1492,200501CW10482,,,,,,,,
1493,200501CW10484,,,,,,,,
1494,200501CW10486,56 - 65,4.0,Urban area,LONDON TAXIS INT,Male,,Offside,2005.0
1495,200501CW10487,36 - 45,5.0,Small town,LONDON TAXIS INT,Male,,Offside,2005.0
1496,200501CW10489,,,,,,,,
1497,200501CW10490,,,,,,,,
1498,200501CW10491,46 - 55,2.0,Urban area,MERCEDES,Male,,Front,2005.0
1499,200501CW10493,,,,,,,,
1500,200501CW10494,26 - 35,1.0,Urban area,AUDI,Male,,Nearside,2005.0
1501,200501CW10494,26 - 35,3.0,Urban area,BMW,Male,Skidded,Front,2005.0
1502,200501CW10495,,,,,,,,
1503,200501CW10498,,,,,,,,
1504,200501CW10499,66 - 75,,Urban area,DAIHATSU,Male,,Nearside,2005.0
1505,200501CW10500,,,,,,,,
1506,200501CW10501,36 - 45,2.0,Urban area,PIAGGIO,Male,,Back,2005.0
1507,200501CW10503,26 - 35,6.0,Urban area,LONDON TAXIS INT,Male,,Offside,2005.0
1508,200501CW10504,36 - 45,2.0,Data missing or out of range,DENNIS,Male,,Did not impact,2005.0
1509,200501CW10505,46 - 55,1.0,Urban area,MERCEDES,Male,,Front,2005.0
1510,200501CW10506,,,,,,,,
1511,200501CW10507,,,,,,,,
1512,200501CW10509,,,,,,,,
1513,200501CW10512,Data missing or out of range,4.0,Urban area,MERCEDES,Male,,Front,2005.0
1514,200501CW10513,,,,,,,,
1515,200501CW10514,,,,,,,,
1516,200501CW10515,,,,,,,,
1517,200501CW10516,46 - 55,14.0,Urban area,MITSUBISHI,Male,,Front,2005.0
1518,200501CW10517,,,,,,,,
1519,200501CW10518,46 - 55,1.0,Urban area,NISSAN,Male,,Back,2005.0
1520,200501CW10519,Data missing or out of range,1.0,Data missing or out of range,RENAULT,Male,,Offside,2005.0
1521,200501CW10520,36 - 45,2.0,Urban area,CHRYSLER,Male,,Back,2005.0
1522,200501CW10521,46 - 55,8.0,Urban area,BMW,Male,,Offside,2005.0
1523,200501CW10521,Over 75,2.0,Urban area,CITROEN,Male,,Offside,2005.0
1524,200501CW10523,,,,,,,,
1525,200501CW10524,46 - 55,1.0,Data missing or out of range,VOLVO,Male,,Nearside,2005.0
1526,200501CW10525,26 - 35,12.0,Urban area,FORD,Male,Overturned,Nearside,2005.0
1527,200501CW10526,26 - 35,4.0,Urban area,HONDA,Female,,Front,2005.0
1528,200501CW10528,56 - 65,1.0,Data missing or out of range,DAF,Male,,Front,2005.0
1529,200501CW10529,56 - 65,4.0,Urban area,LEYLAND AEC,Male,,Did not impact,2005.0
1530,200501CW10530,21 - 25,1.0,Urban area,PIAGGIO,Female,,Back,2005.0
1531,200501CW10531,,,,,,,,
1532,200501CW10532,,,,,,,,
1533,200501CW10533,,,,,,,,
1534,200501CW10534,56 - 65,1.0,Urban area,PIAGGIO,Male,,Front,2005.0
1535,200501CW10535,,,,,,,,
1536,200501CW10536,,,,,,,,
1537,200501CW10537,,,,,,,,
1538,200501CW10538,,,,,,,,
1539,200501CW10539,,,,,,,,
1540,200501CW10540,36 - 45,2.0,Urban area,HONDA,Male,,Offside,2005.0
1541,200501CW10542,,,,,,,,
1542,200501CW10544,26 - 35,1.0,Data missing or out of range,MERCEDES,Male,,Did not impact,2005.0
1543,200501CW10545,36 - 45,1.0,Urban area,MAZDA,Male,,Front,2005.0
1544,200501CW10546,56 - 65,1.0,Urban area,VOLVO,Male,,Did not impact,2005.0
1545,200501CW10547,,,,,,,,
1546,200501CW10548,56 - 65,,Urban area,JAGUAR,Male,,Front,2005.0
1547,200501CW10549,36 - 45,5.0,Urban area,PIAGGIO,Male,,Offside,2005.0
1548,200501CW10549,36 - 45,4.0,Urban area,FORD,Male,,Nearside,2005.0
1549,200501CW10550,26 - 35,1.0,Urban area,HARLEY-DAVIDSON,Male,,Front,2005.0
1550,200501CW10550,46 - 55,11.0,Urban area,TOYOTA,Male,,Offside,2005.0
1551,200501CW10551,,,,,,,,
1552,200501CW10553,21 - 25,9.0,Urban area,ROVER,Male,,Nearside,2005.0
1553,200501CW10554,,,,,,,,
1554,200501CW10555,,,,,,,,
1555,200501CW10556,,,,,,,,
1556,200501CW10558,,,,,,,,
1557,200501CW10561,46 - 55,7.0,Data missing or out of range,NISSAN,Male,,Nearside,2005.0
1558,200501CW10562,,,,,,,,
1559,200501CW10563,46 - 55,4.0,Data missing or out of range,DENNIS,Male,,Nearside,2005.0
1560,200501CW10564,,,,,,,,
1561,200501CW10565,46 - 55,6.0,Data missing or out of range,HONDA,Male,,Nearside,2005.0
1562,200501CW10567,,,,,,,,
1563,200501CW10569,,,,,,,,
1564,200501CW10570,Data missing or out of range,8.0,Urban area,FORD,Male,,Front,2005.0
1565,200501CW10571,46 - 55,1.0,Data missing or out of range,VOLVO,Male,,Front,2005.0
1566,200501CW10572,26 - 35,6.0,Urban area,DENNIS,Female,,Front,2005.0
1567,200501CW10573,,,,,,,,
1568,200501CW10574,,,,,,,,
1569,200501CW10575,36 - 45,1.0,Urban area,VOLKSWAGEN,Male,,Front,2005.0
1570,200501CW10577,Data missing or out of range,,Data missing or out of range,FORD,Male,,Offside,2005.0
1571,200501CW10578,,,,,,,,
1572,200501CW10579,,,,,,,,
1573,200501CW10580,36 - 45,1.0,Urban area,VAUXHALL,Male,,Back,2005.0
1574,200501CW10581,21 - 25,,Urban area,RENAULT,Male,,Front,2005.0
1575,200501CW10582,36 - 45,,Urban area,TOYOTA,Male,,Front,2005.0
1576,200501CW10583,,,,,,,,
1577,200501CW10584,,,,,,,,
1578,200501CW10585,,,,,,,,
1579,200501CW10586,,,,,,,,
1580,200501CW10587,36 - 45,4.0,Urban area,VOLVO,Male,,Offside,2005.0
1581,200501CW10587,26 - 35,1.0,Urban area,JCB,Male,,Nearside,2005.0
1582,200501CW10588,,,,,,,,
1583,200501CW10589,36 - 45,4.0,Urban area,FIAT,Male,,Offside,2005.0
1584,200501CW10590,46 - 55,,Urban area,KIA,Male,,Nearside,2005.0
1585,200501CW10591,26 - 35,10.0,Urban area,TOYOTA,Male,,Back,2005.0
1586,200501CW10592,,,,,,,,
1587,200501CW10593,,,,,,,,
1588,200501CW10594,,,,,,,,
1589,200501CW10595,26 - 35,7.0,Urban area,VAUXHALL,Male,,Front,2005.0
1590,200501CW10596,46 - 55,,Rural,TOYOTA,Male,,Nearside,2005.0
1591,200501CW10597,46 - 55,3.0,Urban area,FODEN,Male,,Offside,2005.0
1592,200501CW10597,36 - 45,1.0,Urban area,PIAGGIO,Male,,Front,2005.0
1593,200501CW10598,,,,,,,,
1594,200501CW10599,,,,,,,,
1595,200501CW10600,46 - 55,1.0,Data missing or out of range,TRANSBUS INT,Male,,Nearside,2005.0
1596,200501CW10602,36 - 45,6.0,Urban area,BMW,Male,,Did not impact,2005.0
1597,200501CW10604,,,,,,,,
1598,200501CW10606,36 - 45,,Urban area,LONDON TAXIS INT,Male,,Nearside,2005.0
1599,200501CW10607,56 - 65,,Data missing or out of range,FORD,Male,,Offside,2005.0
1600,200501CW10608,46 - 55,1.0,Urban area,VOLVO,Male,,Nearside,2005.0
1601,200501CW10609,26 - 35,1.0,Data missing or out of range,YAMAHA,Male,,Front,2005.0
1602,200501CW10610,26 - 35,6.0,Urban area,PEUGEOT,Male,,Front,2005.0
1603,200501CW10610,Data missing or out of range,8.0,Data missing or out of range,MAZDA,Female,,Offside,2005.0
1604,200501CW10611,,,,,,,,
1605,200501CW10613,56 - 65,1.0,Urban area,LONDON TAXIS INT,Male,,Offside,2005.0
1606,200501CW10614,36 - 45,1.0,Data missing or out of range,VOLVO,Male,,Did not impact,2005.0
1607,200501CW10615,,,,,,,,
1608,200501CW10616,,,,,,,,
1609,200501CW10617,,,,,,,,
1610,200501CW10618,26 - 35,1.0,Urban area,VOLVO,Male,,Did not impact,2005.0
1611,200501CW10619,36 - 45,5.0,Urban area,LONDON TAXIS INT,Male,,Front,2005.0
1612,200501CW10620,46 - 55,,Data missing or out of range,DAF,Male,,Front,2005.0
1613,200501CW10621,Data missing or out of range,5.0,Data missing or out of range,MERCEDES,Male,,Front,2005.0
1614,200501CW10622,36 - 45,1.0,Urban area,LONDON TAXIS INT,Male,,Offside,2005.0
1615,200501CW10623,,,,,,,,
1616,200501CW10624,,,,,,,,
1617,200501CW10625,26 - 35,,Urban area,KIA,Male,,Back,2005.0
1618,200501CW10625,46 - 55,,Urban area,KAWASAKI,Male,,Offside,2005.0
1619,200501CW10627,,,,,,,,
1620,200501CW10628,,,,,,,,
1621,200501CW10629,,,,,,,,
1622,200501CW10630,,,,,,,,
1623,200501CW10631,,,,,,,,
1624,200501CW10632,,,,,,,,
1625,200501CW10633,36 - 45,5.0,Urban area,PEUGEOT,Male,,Offside,2005.0
1626,200501CW10635,,,,,,,,
1627,200501CW10636,,,,,,,,
1628,200501CW10638,,,,,,,,
1629,200501CW10639,66 - 75,5.0,Data missing or out of range,LONDON TAXIS INT,Male,,Front,2005.0
1630,200501CW10640,46 - 55,5.0,Urban area,DENNIS,Male,,Front,2005.0
1631,200501CW10641,26 - 35,15.0,Urban area,SUZUKI,Male,Skidded,Did not impact,2005.0
1632,200501CW10641,36 - 45,1.0,Urban area,VOLVO,Female,,Did not impact,2005.0
1633,200501CW10642,36 - 45,3.0,Urban area,HONDA,Female,Skidded,Did not impact,2005.0
1634,200501CW10642,46 - 55,2.0,Data missing or out of range,MERCEDES,Male,,Did not impact,2005.0
1635,200501CW10643,,,,,,,,
1636,200501CW10644,,,,,,,,
1637,200501CW10645,36 - 45,4.0,Urban area,RENAULT,Male,,Back,2005.0
1638,200501CW10646,,,,,,,,
1639,200501CW10647,,,,,,,,
1640,200501CW10648,,,,,,,,
1641,200501CW10650,,,,,,,,
1642,200501CW10651,56 - 65,3.0,Urban area,DENNIS,Male,,Front,2005.0
1643,200501CW10652,,,,,,,,
1644,200501CW10653,,,,,,,,
1645,200501CW10654,46 - 55,3.0,Data missing or out of range,LONDON TAXIS INT,Male,,Front,2005.0
1646,200501CW10654,Data missing or out of range,4.0,Data missing or out of range,PIAGGIO,Male,,Did not impact,2005.0
1647,200501CW10655,,,,,,,,
1648,200501CW10656,,,,,,,,
1649,200501CW10657,,,,,,,,
1650,200501CW10658,66 - 75,1.0,Urban area,MERCEDES,Male,,Offside,2005.0
1651,200501CW10659,,,,,,,,
1652,200501CW10660,56 - 65,1.0,Urban area,MERCEDES,Male,,Did not impact,2005.0
1653,200501CW10661,Data missing or out of range,13.0,Data missing or out of range,ROVER,Male,,Front,2005.0
1654,200501CW10663,46 - 55,4.0,Urban area,BMW,Female,,Front,2005.0
1655,200501CW10664,,,,,,,,
1656,200501CW10665,36 - 45,8.0,Urban area,SAAB,Female,,Nearside,2005.0
1657,200501CW10666,,,,,,,,
1658,200501CW10667,46 - 55,,Urban area,DAF,Male,,Front,2005.0
1659,200501CW10669,,,,,,,,
1660,200501CW10670,,,,,,,,
1661,200501CW10672,,,,,,,,
1662,200501CW10674,36 - 45,8.0,Urban area,TOYOTA,Male,,Nearside,2005.0
1663,200501CW10675,46 - 55,3.0,Urban area,MERCEDES,Male,,Did not impact,2005.0
1664,200501CW10676,21 - 25,2.0,Urban area,DENNIS,Male,,Offside,2005.0
1665,200501CW10676,36 - 45,1.0,Urban area,DAF,Male,,Front,2005.0
1666,200501CW10677,36 - 45,6.0,Urban area,BMW,Male,,Nearside,2005.0
1667,200501CW10678,36 - 45,,Urban area,TOYOTA,Female,,Offside,2005.0
1668,200501CW10679,46 - 55,1.0,Urban area,VOLKSWAGEN,Male,,Offside,2005.0
1669,200501CW10680,36 - 45,7.0,Urban area,LONDON TAXIS INT,Male,,Front,2005.0
1670,200501CW10681,,,,,,,,
1671,200501CW10683,,,,,,,,
1672,200501CW10684,,,,,,,,
1673,200501CW10686,,,,,,,,
1674,200501CW10688,,,,,,,,
1675,200501CW10692,,,,,,,,
1676,200501CW10693,,,,,,,,
1677,200501CW10694,56 - 65,3.0,Urban area,DENNIS,Male,,Did not impact,2005.0
1678,200501CW10695,,,,,,,,
1679,200501CW10696,21 - 25,1.0,Data missing or out of range,TAIWAN GOLDEN BEE,Male,,Offside,2005.0
1680,200501CW10697,Data missing or out of range,2.0,Data missing or out of range,FORD,Male,,Nearside,2005.0
1681,200501CW10698,,,,,,,,
1682,200501CW10699,Data missing or out of range,1.0,Urban area,VAUXHALL,Male,,Offside,2005.0
1683,200501CW10700,21 - 25,2.0,Urban area,VOLVO,Male,,Did not impact,2005.0
1684,200501CW10701,,,,,,,,
1685,200501CW10702,,,,,,,,
1686,200501CW10703,,,,,,,,
1687,200501CW10705,,,,,,,,
1688,200501CW10706,,,,,,,,
1689,200501CW10707,,,,,,,,
1690,200501CW10708,,,,,,,,
1691,200501CW10709,,,,,,,,
1692,200501CW10710,,,,,,,,
1693,200501CW10711,26 - 35,5.0,Urban area,HYUNDAI,Male,,Did not impact,2005.0
1694,200501CW10712,,,,,,,,
1695,200501CW10713,,,,,,,,
1696,200501CW10714,,,,,,,,
1697,200501CW10715,,,,,,,,
1698,200501CW10717,36 - 45,2.0,Urban area,HONDA,Male,,Back,2005.0
1699,200501CW10718,,,,,,,,
1700,200501CW10719,,,,,,,,
1701,200501CW10720,Data missing or out of range,7.0,Data missing or out of range,LONDON TAXIS INT,Male,,Nearside,2005.0
1702,200501CW10721,26 - 35,,Urban area,HONDA,Male,,Front,2005.0
1703,200501CW10722,21 - 25,4.0,Data missing or out of range,LEYLAND AEC,Male,,Did not impact,2005.0
1704,200501CW10724,,,,,,,,
1705,200501CW10725,,,,,,,,
1706,200501CW10726,,,,,,,,
1707,200501CW10727,,,,,,,,
1708,200501CW10728,26 - 35,4.0,Urban area,DUCATI,Male,,Front,2005.0
1709,200501CW10729,,,,,,,,
1710,200501CW10730,26 - 35,1.0,Urban area,SKODA,Male,,Nearside,2005.0
